cu_number,cycle_date,join_number,rssd,cu_type,cu_name,city,state,cdfi
19483,12/31/17 00:00,10288,84783,1,STATE COLLEGE,STATE COLLEGE,PA,
16207,12/31/17 00:00,8463,888187,1,STATE CS EMPLOYEES,WATERTOWN,NY,
435,12/31/17 00:00,235,730772,1,STATE DEPARTMENT,ALEXANDRIA,VA,
51,12/31/17 00:00,32,954970,1,STATE EMPLOYEES,ALBANY,NY,
65513,12/31/17 00:00,19741,301293,2,STATE EMPLOYEES,SANTA FE,NM,
65259,12/31/17 00:00,19487,606297,2,STATE EMPLOYEES COMMUNITY,ALTON,IL,
66330,12/31/17 00:00,20552,218597,2,"STATE EMPLOYEES CU OF MARYLAND, INC",Linthicum,MD,
66310,12/31/17 00:00,20533,1189117,2,STATE EMPLOYEES',RALEIGH,NC,
1273,12/31/17 00:00,632,231176,1,STATE FARM,Bloomington,IL,
68198,12/31/17 00:00,22258,674698,2,STATE HIGHWAY,YAKIMA,WA,
13432,12/31/17 00:00,6785,722384,1,STATE HIGHWAY PATROL,COLUMBUS,OH,
60048,12/31/17 00:00,14529,920498,2,STATE POLICE CREDIT UNION INC.,Meriden,CT,
20799,12/31/17 00:00,11157,680082,1,STATE UNIVERSITY OF NY GENESEO,GENESEO,NY,
6369,12/31/17 00:00,2850,849889,1,STATEWIDE,Flowood,MS,
67801,12/31/17 00:00,23102,379096,2,STATIONERY,SAINT JOSEPH,MO,
18234,12/31/17 00:00,9602,723886,1,STEAMFITTERS PHILA,WEST CHESTER,PA,
17555,12/31/17 00:00,9247,108689,1,STEEL VALLEY,CLEVELAND,OH,
20890,12/31/17 00:00,11219,196480,1,STEPHENS COUNTY COMMUNITY,TOCCOA,GA,
13797,12/31/17 00:00,7030,258089,1,STEPHENS-FRANKLIN TEACHERS,Toccoa,GA,
24845,12/31/17 00:00,26436,4373579,1,STEPPING STONES COMMUNITY,Wilmington,DE,
2840,12/31/17 00:00,1319,908870,1,STERLING,STERLING,CO,
11273,12/31/17 00:00,5536,654289,1,STERLING UNITED,EVANSVILLE,IN,
24036,12/31/17 00:00,14164,690492,1,STEWART'S,SARATOGA SPRING,NY,
7260,12/31/17 00:00,3320,422385,1,STOCKTON COMMUNITY,Stockton,CA,
15393,12/31/17 00:00,7979,451581,1,STONEHAM MUNICIPAL EMPLOYEES,STONEHAM,MA,
66565,12/31/17 00:00,20787,667896,2,STOPPENBACH,Jefferson,WI,
17437,12/31/17 00:00,9176,286886,1,STOUGHTON TOWN EMPLOYEES,Stoughton,MA,
66613,12/31/17 00:00,20835,666291,2,STOUGHTON U.S. RUBBER EMPLOYEES,STOUGHTON,WI,
68231,12/31/17 00:00,22273,84998,2,STRAIT VIEW,PORT ANGELES,WA,
21319,12/31/17 00:00,11552,492780,1,STRATEGIC,STERLING,VA,
10773,12/31/17 00:00,5267,804682,1,STRATTON AIR NATIONAL GUARD,SCOTIA,NY,
62939,12/31/17 00:00,17188,254595,2,STREATOR COMMUNITY,Streator,IL,
68226,12/31/17 00:00,1580,925578,2,STREATOR ONIZED,Streator,IL,
8418,12/31/17 00:00,3943,470881,1,STRIP STEEL COMMUNITY,WEIRTON,WV,
13531,12/31/17 00:00,6846,661782,1,STRUTHERS,Struthers,OH,
18823,12/31/17 00:00,9909,222183,1,STS PETER & PAUL,Brooklyn,NY,
5922,12/31/17 00:00,2601,486770,1,SUBIACO,SUBIACO,AR,
17914,12/31/17 00:00,9454,847586,1,SUFFOLK,MEDFORD,NY,
22187,12/31/17 00:00,12333,839385,1,SUGAR GROWERS,Santa Rosa,TX,
3558,12/31/17 00:00,1616,433578,1,SUGAR VALLEY,SCOTTSBLUFF,NE,
96793,12/31/17 00:00,25570,433895,3,SUGARDALE EMPLOYEES,Canton,OH,
16360,12/31/17 00:00,8559,784887,1,SUMA YONKERS,YONKERS,NY,
7182,12/31/17 00:00,3275,601087,1,SUMMIT,AKRON,OH,
63020,12/31/17 00:00,17264,101194,2,SUMMIT,Greensboro,NC,
67190,12/31/17 00:00,21411,734499,2,SUMMIT,Madison,WI,
19973,12/31/17 00:00,10593,465186,1,SUMMIT HAMPTON ROADS,Norfolk,VA,
64394,12/31/17 00:00,18622,118893,2,SUMMIT RIDGE,Lees Summit,MO,
60752,12/31/17 00:00,15161,531399,2,SUMTER CITY,Sumter,SC,
7064,12/31/17 00:00,3209,265087,1,SUN,MAUMEE,OH,
67332,12/31/17 00:00,22497,301396,2,SUN,HOLLYWOOD,FL,
9296,12/31/17 00:00,4407,348485,1,SUN COMMUNITY,El Centro,CA,
6160,12/31/17 00:00,2737,897684,1,SUN EAST,Aston,PA,
5359,12/31/17 00:00,2300,735777,1,SUN PACIFIC,RICHMOND,CA,
22340,12/31/17 00:00,12479,617284,1,SUNCOMP EMPLOYEES,BRISTOL,VA,
3868,12/31/17 00:00,1740,309075,1,SUNFLOWER,WICHITA,KS,
7610,12/31/17 00:00,3513,632184,1,SUNFLOWER U P,MARYSVILLE,KS,
4393,12/31/17 00:00,1942,68176,1,SUNKIST EMPLOYEES,Valencia,CA,
67291,12/31/17 00:00,22596,1227037,2,SUNLAND,MARIANNA,FL,
8733,12/31/17 00:00,4109,359182,1,SUNLIGHT,CODY,WY,
1884,12/31/17 00:00,905,278377,1,SUNMARK,Latham,NY,
67105,12/31/17 00:00,21326,457293,2,SUNNYSIDE,Sunnyside,UT,
61995,12/31/17 00:00,16294,738198,2,SUNRISE FAMILY,BAY CITY,MI,
13416,12/31/17 00:00,6777,905280,1,SUNSET SCIENCE PARK,Portland,OR,
11789,12/31/17 00:00,5829,689889,1,SUNSTATE,GAINESVILLE,FL,
2226,12/31/17 00:00,1052,106171,1,SUNWEST,PHOENIX,AZ,
65082,12/31/17 00:00,19310,583295,2,SUNWEST EDUCATIONAL,PUEBLO,CO,
21851,12/31/17 00:00,12018,235286,1,SUNY FREDONIA,FREDONIA,NY,
67173,12/31/17 00:00,21394,595793,2,SUPERIOR CHOICE,Superior,WI,
60215,12/31/17 00:00,14684,628598,2,SUPERIOR CREDIT UNION,Collegeville,PA,
68665,12/31/17 00:00,4731,958585,2,"SUPERIOR CREDIT UNION, INC",LIMA,OH,
67237,12/31/17 00:00,23630,1219667,2,SUPERIOR MUNICIPAL EMPLOYEES,SUPERIOR,WI,
63502,12/31/17 00:00,17739,584591,2,SUPERIOR SAVINGS,Massillon,OH,
18242,12/31/17 00:00,9607,575188,1,SUSQUEHANNA VALLEY,Camp Hill,PA,
1086,12/31/17 00:00,541,219174,1,SUWANNEE RIVER,LIVE OAK,FL,
21111,12/31/17 00:00,11384,769482,1,SWEDISH AMERICAN,ROCKFORD,IL,
11773,12/31/17 00:00,5818,686187,1,SWEENY TEACHERS,Sweeny,TX,
11470,12/31/17 00:00,5659,924487,1,SWEET HOME,AMHERST,NY,
67520,12/31/17 00:00,22710,959890,2,SWEETEX,Longview,TX,
13600,12/31/17 00:00,6894,27388,1,SWEETWATER,ROCK SPRINGS,WY,
11377,12/31/17 00:00,5598,968388,1,SWEETWATER REGIONAL,Sweetwater,TX,
5325,12/31/17 00:00,2285,964371,1,SWEMP,TEXARKANA,TX,
61035,12/31/17 00:00,15410,146391,2,SWINDELL-DRESSLER,PITTSBURGH,PA,
5241,12/31/17 00:00,2245,536675,1,SYCAMORE,SYCAMORE,AL,
17733,12/31/17 00:00,9349,120681,1,SYLVANIA AREA,SYLVANIA,OH,
18861,12/31/17 00:00,9926,794680,1,SYMPHONY,BOSTON,MA,
23605,12/31/17 00:00,13734,423289,1,SYNERGY,San Antonio,TX,
60657,12/31/17 00:00,15075,588094,2,SYNERGY PARTNERS,Chicago,IL,
6627,12/31/17 00:00,2974,744283,1,SYRACUSE FIRE DEPARTMENT EMPLOYEES,SYRACUSE,NY,
24387,12/31/17 00:00,18159,712497,1,SYRACUSE POSTAL,SYRACUSE,NY,
67462,12/31/17 00:00,22767,523796,2,T & FS EMPLOYEES,PORT ARTHUR,TX,
6687,12/31/17 00:00,3012,872588,1,T & P LONGVIEW,Longview,TX,
18462,12/31/17 00:00,9725,739289,1,T E A,HOUMA,LA,
4488,12/31/17 00:00,1977,202475,1,T H P,Terre Haute,IN,
15175,12/31/17 00:00,7852,1016781,1,T M H,TALLAHASSEE,FL,
8589,12/31/17 00:00,4035,259385,1,T. C. TEACHERS,Texas City,TX,
24531,12/31/17 00:00,19724,534194,1,T. C. W. H. #585,WASHINGTON,PA,
11671,12/31/17 00:00,5765,999485,1,T.E.S. REGIONAL HEALTHCARE,SHREVEPORT,LA,
61879,12/31/17 00:00,16184,724490,2,T&I,CLAWSON,MI,
14103,12/31/17 00:00,7218,519388,1,TABERNACLE,AUGUSTA,GA,
68229,12/31/17 00:00,22347,3999,2,TACOMA LONGSHOREMEN,Fife,WA,
7104,12/31/17 00:00,3235,175485,1,TACOMA NARROWS,RUSTON,WA,
9009,12/31/17 00:00,4244,275983,1,TACONNET,Winslow,ME,
63010,12/31/17 00:00,17255,93093,2,TAFT EMPLOYEES,HAHNVILLE,LA,
60423,12/31/17 00:00,14868,447397,2,TAHQUAMENON AREA,NEWBERRY,MI,
95821,12/31/17 00:00,15472,399599,3,TALERIS,Cleveland,OH,
3404,12/31/17 00:00,1544,589578,1,TALLAHASSEE COMMUNITY,TALLAHASSEE,FL,
4395,12/31/17 00:00,1943,72070,1,TAMPA POSTAL,TAMPA,FL,
4787,12/31/17 00:00,2080,673570,1,TANDEM,WARREN,MI,
60475,12/31/17 00:00,14915,576895,2,TANGIPAHOA PARISH TEACHERS,AMITE,LA,
67165,12/31/17 00:00,21386,318291,2,TANNER EMPLOYEES,Salt Lake City,UT,
68298,12/31/17 00:00,22226,662396,2,TAPCO,Fircrest,WA,
96796,12/31/17 00:00,25573,361699,3,"TAPPAN COMMUNITY CREDIT UNION, INC.",MANSFIELD,OH,
60051,12/31/17 00:00,14532,272991,2,TARRANT COUNTY'S CREDIT UNION,Fort Worth,TX,
5602,12/31/17 00:00,2434,877378,1,TAUNTON,TAUNTON,MA,
23803,12/31/17 00:00,13932,914693,1,TAUPA LITHUANIAN,SOUTH BOSTON,MA,
10177,12/31/17 00:00,4917,812780,1,TAYCO EMPLOYEES,SOUTH SHORE,KY,
66388,12/31/17 00:00,20610,784690,2,TAYLOR,MEDFORD,WI,
60335,12/31/17 00:00,14789,132394,2,TAYLORVILLE COMMUNITY,Taylorville,IL,
65874,12/31/17 00:00,20097,416393,2,TAYLORVILLE SCHOOL EMPLOYEES,Taylorville,IL,
60298,12/31/17 00:00,14757,236498,2,TAZEWELL COUNTY GOVERNMENT EMP,Pekin,IL,
63672,12/31/17 00:00,17903,945295,2,TAZEWELL COUNTY SCHOOL EMPLOYEES,PEKIN,IL,
61795,12/31/17 00:00,16105,698096,2,TBA,TRAVERSE CITY,MI,
24616,12/31/17 00:00,26327,2770839,1,TBC,RICHMOND,VA,
65384,12/31/17 00:00,19612,622493,2,TCP,RURAL HALL,NC,
12957,12/31/17 00:00,6521,58887,1,TCT,BALLSTON SPA,NY,
8116,12/31/17 00:00,3798,491783,1,TEACHERS,SMITHTOWN,NY,
60060,12/31/17 00:00,14539,275590,2,TEACHERS,SOUTH BEND,IN,
65774,12/31/17 00:00,19997,1018150,2,TEACHERS,Oklahoma CIty,OK,
66877,12/31/17 00:00,21099,593397,2,TEACHERS,BELOIT,WI,
10776,12/31/17 00:00,5268,208981,1,TEACHERS ALLIANCE,LONGVIEW,TX,
21639,12/31/17 00:00,11833,157986,1,TEAM AND WHEEL,Winston Salem,NC,
20147,12/31/17 00:00,10715,272786,1,TEAM FINANCIAL,Houston,TX,
14829,12/31/17 00:00,7659,923181,1,TEAM FIRST,Lancaster,PA,
62141,12/31/17 00:00,16434,198390,2,TEAM ONE,SAGINAW,MI,
61791,12/31/17 00:00,16101,695899,2,TEAMSTERS,DETROIT,MI,
61824,12/31/17 00:00,16133,710493,2,TEAMSTERS,BLAINE,MN,
14196,12/31/17 00:00,7272,404680,1,TEAMSTERS COUNCIL #37,Portland,OR,
65606,12/31/17 00:00,19830,776592,2,TEAMSTERS LOCAL #238,Cedar Rapids,IA,
10851,12/31/17 00:00,5311,807281,1,TEAMSTERS LOCAL 30,JEANNETTE,PA,
20957,12/31/17 00:00,11273,601180,1,TEAMSTERS LOCAL 697,Wheeling,WV,
19430,12/31/17 00:00,10254,811381,1,TEAMSTERS LOCAL 92,CANTON,OH,
20550,12/31/17 00:00,10983,569888,1,TEAMSTERS LOCAL UNION #270,NEW ORLEANS,LA,
2021,12/31/17 00:00,961,205476,1,TEANECK,TEANECK,NJ,
68225,12/31/17 00:00,731,237477,2,TECH,CROWN POINT,IN,
8230,12/31/17 00:00,3852,587284,1,TECHNICOLOR,Burbank,CA,
68383,12/31/17 00:00,7008,171889,2,TECHNOLOGY,SAN JOSE,CA,
60390,12/31/17 00:00,14837,95293,2,TEE-PAK,Danville,IL,
19401,12/31/17 00:00,10237,193180,1,TEG,Poughkeepsie,NY,
146,12/31/17 00:00,74,895372,1,TEL-U-WATT,Minot,ND,
15632,12/31/17 00:00,8123,592680,1,TELBEC,Beckley,WV,
66319,12/31/17 00:00,20542,331991,2,TELCO,TARBORO,NC,
63545,12/31/17 00:00,17782,36698,2,TELCO COMMUNITY CREDIT UNION,ASHEVILLE,NC,
66351,12/31/17 00:00,20573,589699,2,TELCO PLUS,Longview,TX,
7999,12/31/17 00:00,3730,548481,1,TELCO ROSWELL NEW MEXICO,ROSWELL,NM,
63218,12/31/17 00:00,17460,610995,2,TELCO-TRIAD COMMUNITY,SIOUX CITY,IA,
24202,12/31/17 00:00,14329,621795,1,TELCOE,LITTLE ROCK,AR,
63116,12/31/17 00:00,17358,535191,2,TELCOMM,Springfield,MO,
62848,12/31/17 00:00,17101,1008692,2,TELHIO,COLUMBUS,OH,
67573,12/31/17 00:00,22684,710596,2,TEMPLE SANTA FE COMMUNITY,Temple,TX,
6726,12/31/17 00:00,3037,814588,1,TEMPLE-INLAND,Diboll,TX,
617,12/31/17 00:00,315,940571,1,TENN-AM WATER CO.,CHATTANOOGA,TN,
67971,12/31/17 00:00,24027,700092,2,TENNESSEE DEPARTMENT OF SAFETY,NASHVILLE,TN,
68101,12/31/17 00:00,23886,474692,2,TENNESSEE EMPLOYEES,NASHVILLE,TN,
5318,12/31/17 00:00,2281,962274,1,TENNESSEE MEMBERS 1ST,OAK RIDGE,TN,
14333,12/31/17 00:00,7357,353180,1,TENNESSEE RIVER,COUNCE,TN,
1520,12/31/17 00:00,743,426374,1,TENNESSEE VALLEY,Chattanooga,TN,
62754,12/31/17 00:00,17011,935492,2,TERMINAL,METAIRIE,LA,
17969,12/31/17 00:00,9476,730781,1,TERMINALS,CARTERET,NJ,
11845,12/31/17 00:00,5862,950888,1,TESORO NORTHWEST,ANACORTES,WA,
13926,12/31/17 00:00,7114,187282,1,TEWKSBURY,TEWKSBURY,MA,
67579,12/31/17 00:00,22814,533991,2,TEX MEX,Laredo,TX,
62927,12/31/17 00:00,17176,239994,2,TEXACO OF HOUMA,Houma,LA,
60806,12/31/17 00:00,15212,244792,2,TEXANS,Richardson,TX,
24567,12/31/17 00:00,15949,1098,1,TEXAR,TEXARKANA,TX,
5822,12/31/17 00:00,2549,1015074,1,TEXARKANA TERMINAL EMPLOYEES,TEXARKANA,TX,
5497,12/31/17 00:00,2378,554978,1,TEXAS,DALLAS,TX,
23184,12/31/17 00:00,13313,727987,1,TEXAS ASSOCIATIONS OF PROFESSIONALS,SAN ANTONIO,TX,
61306,12/31/17 00:00,15658,131098,2,TEXAS BRIDGE,CORPUS CHRISTI,TX,
60705,12/31/17 00:00,15118,434593,2,TEXAS DOW EMPLOYEES,Lake Jackson,TX,
67511,12/31/17 00:00,22672,575795,2,TEXAS DPS,Austin,TX,
11231,12/31/17 00:00,5512,681883,1,TEXAS FARM BUREAU,WACO,TX,
66320,12/31/17 00:00,20543,1008197,2,TEXAS GULF CAROLINA EMP,Aurora,NC,
67452,12/31/17 00:00,22682,633798,2,TEXAS HEALTH,AUSTIN,TX,
67413,12/31/17 00:00,22670,71596,2,TEXAS HEALTH RESOURCES,Dallas,TX,
18218,12/31/17 00:00,9592,570482,1,TEXAS LEE,Houston,TX,
8676,12/31/17 00:00,4077,325888,1,TEXAS PARTNERS,KILLEEN,TX,
5337,12/31/17 00:00,2291,919175,1,TEXAS PEOPLE,FORT WORTH,TX,
3828,12/31/17 00:00,1722,244279,1,TEXAS PLAINS,Amarillo,TX,
12858,12/31/17 00:00,6459,179586,1,TEXAS TECH,LUBBOCK,TX,
67490,12/31/17 00:00,22776,943394,2,TEXAS TELCOM,Dallas,TX,
68434,12/31/17 00:00,661,482277,2,TEXAS TRUST,MANSFIELD,TX,
61267,12/31/17 00:00,15625,409395,2,TEXAS WORKFORCE,SAN ANTONIO,TX,
2322,12/31/17 00:00,1088,116376,1,TEXASGULF,Wharton,TX,
68608,12/31/17 00:00,2593,360272,2,TEXELL,Temple,TX,
11576,12/31/17 00:00,5715,846084,1,TEXHILLCO SCHOOL EMPLOYEES,Kerrville,TX,
4292,12/31/17 00:00,1905,170873,1,TEXOMA,Fritch,TX,
61527,12/31/17 00:00,15860,908290,2,TEXOMA COMMUNITY,Wichita Falls,TX,
11670,12/31/17 00:00,5764,672881,1,TEXOMA EDUCATORS,SHERMAN,TX,
17953,12/31/17 00:00,9468,664680,1,TEXSTAR,Kenedy,TX,
67480,12/31/17 00:00,22647,667270,2,THD DISTRICT 17,Bryan,TX,
61312,12/31/17 00:00,15664,968397,2,THD-6,Odessa,TX,
16067,12/31/17 00:00,8376,221382,1,THE ANDOVERS,ANDOVER,MA,
477,12/31/17 00:00,255,179474,1,THE ATLANTIC,KENILWORTH,NJ,
63177,12/31/17 00:00,17419,359098,2,THE CATHOLIC,AVON LAKE,OH,
10794,12/31/17 00:00,5278,805586,1,THE COUNTY,Presque Isle,ME,
67118,12/31/17 00:00,21339,326399,2,THE CREDIT UNION FOR THE BLIND AND,SALT LAKE CITY,UT,
67421,12/31/17 00:00,22658,657299,2,THE ELECTRIC UTILITIES,Big Spring,TX,
60728,12/31/17 00:00,15141,500694,2,THE FAMILY,Davenport,IA,
11364,12/31/17 00:00,5593,906184,1,THE FAMILY FIRST,Great Falls,MT,
24875,12/31/17 00:00,11779,144089,1,THE FIRST FINANCIAL,WEST COVINA,CA,
19567,12/31/17 00:00,10343,91286,1,THE FLORIST,ROSWELL,NM,
61650,12/31/17 00:00,15972,959395,2,THE GOLDEN 1,SACRAMENTO,CA,
10800,12/31/17 00:00,5283,211280,1,THE HEALTH & EDUCATION,Lexington,KY,
22456,12/31/17 00:00,12591,602383,1,THE HEART CENTER,ROSLYN,NY,
60678,12/31/17 00:00,15094,523291,2,THE HUB-CO,KEOKUK,IA,
21794,12/31/17 00:00,11966,172587,1,THE INFIRMARY,MOBILE,AL,
66763,12/31/17 00:00,20985,1019698,2,THE LABOR,NEENAH,WI,
22747,12/31/17 00:00,12876,336286,1,THE LOCAL,Dallas,TX,
63342,12/31/17 00:00,17581,207292,2,THE LOCAL,STERLING HEIGHT,MI,
20038,12/31/17 00:00,10637,316680,1,THE MOUNT LEBANON,Baltimore,MD,
64021,12/31/17 00:00,18249,153894,2,THE MUNICIPAL,Sioux City,IA,
10729,12/31/17 00:00,5236,864789,1,THE NEW HAVEN POLICE AND MUNICIPAL,New Haven,CT,
24886,12/31/17 00:00,18036,780692,1,THE NEW HORIZONS,WEST POINT,MS,
6187,12/31/17 00:00,2752,899781,1,THE ONE,Meadville,PA,
118,12/31/17 00:00,61,73376,1,THE PARTNERSHIP,Washington,DC,
8290,12/31/17 00:00,3877,429889,1,THE PEOPLE'S,AMARILLO,TX,
65861,12/31/17 00:00,20084,47292,2,THE PEOPLES,Middletown,RI,
68638,12/31/17 00:00,8022,396187,2,THE SOUTHERN,FAYETTEVILLE,GA,
67222,12/31/17 00:00,21443,1019568,2,THE STATE,CHARLESTON,WV,
4580,12/31/17 00:00,2010,656872,1,THE SUMMIT,ROCHESTER,NY,
66886,12/31/17 00:00,21107,446699,2,THE TENNESSEE CREDIT UNION,NASHVILLE,TN,
3300,12/31/17 00:00,1499,568676,1,THE URBAN STREET BISCUIT WKRS,BUFFALO,NY,
66066,12/31/17 00:00,20289,888093,2,THE WAY,NEW KNOXVILLE,OH,
60726,12/31/17 00:00,15139,561994,2,THE WEST TENNESSEE,MEMPHIS,TN,
67564,12/31/17 00:00,21809,1226311,2,THE WRIGHT,TOCCOA,GA,
7770,12/31/17 00:00,3606,78287,1,THINKWISE,SAN BERNARDINO,CA,
12185,12/31/17 00:00,6065,297686,1,THIOKOL ELKTON,Elkton,MD,
13931,12/31/17 00:00,7116,280286,1,THIRD COAST,CORPUS CHRISTI,TX,
62196,12/31/17 00:00,16482,833299,2,THORNAPPLE,HASTINGS,MI,
159,12/31/17 00:00,83,899576,1,THREE RIVERS,Fort Wayne,IN,
67913,12/31/17 00:00,21711,77495,2,THREE RIVERS,BAINBRIDGE,GA,
3631,12/31/17 00:00,1639,443773,1,THRIVE,MUNCIE,IN,
24849,12/31/17 00:00,26442,4457536,1,THRIVENT,APPLETON,WI,
7289,12/31/17 00:00,3336,424482,1,THUNDERBOLT AREA,MILLVILLE,NJ,
9219,12/31/17 00:00,4361,375780,1,TICONDEROGA,TICONDEROGA,NY,
21413,12/31/17 00:00,11633,470984,1,TIMBERLAND,DUBOIS,PA,
11678,12/31/17 00:00,5772,939388,1,TIMBERLINE,CROSSETT,AR,
12720,12/31/17 00:00,6371,215082,1,TIMES,Honolulu,HI,
68093,12/31/17 00:00,23905,431396,2,TIMES FREE PRESS,CHATTANOOGA,TN,
8420,12/31/17 00:00,3944,501589,1,TIN MILL EMPLOYEES,Weirton,WV,
5929,12/31/17 00:00,2605,489379,1,TIP OF TEXAS,EL PASO,TX,
8654,12/31/17 00:00,4063,136589,1,TIPPECANOE,lafayette,IN,
1882,12/31/17 00:00,904,189277,1,TITAN,PLEASANT GAP,PA,
60509,12/31/17 00:00,14945,548799,2,TLC COMMUNITY,ADRIAN,MI,
68286,12/31/17 00:00,4174,302487,2,TLCU FINANCIAL,Mishawaka,IN,
67666,12/31/17 00:00,23941,274098,2,TNCONNECT,KNOXVILLE,TN,
1077,12/31/17 00:00,536,218672,1,TOBACCO VALLEY TEACHERS,Enfield,CT,
3748,12/31/17 00:00,1688,318077,1,TOLEDO FIRE FIGHTERS,Toledo,OH,
9189,12/31/17 00:00,4345,119180,1,TOLEDO METRO,TOLEDO,OH,
3720,12/31/17 00:00,1674,311274,1,TOLEDO POLICE,TOLEDO,OH,
63621,12/31/17 00:00,17854,750097,2,TOLEDO POSTAL EMPLOYEES,Toledo,OH,
3661,12/31/17 00:00,1652,388379,1,TOLNA CO OP,TOLNA,ND,
66615,12/31/17 00:00,20837,604097,2,TOMAH AREA,TOMAH,WI,
17681,12/31/17 00:00,9318,519687,1,TOMBIGBEE,AMORY,MS,
22962,12/31/17 00:00,13091,663683,1,TOMPKINS EMPLOYEES,ITHACA,NY,
22464,12/31/17 00:00,12599,923789,1,TONAWANDA COMMUNITY,Buffalo,NY,
22167,12/31/17 00:00,12313,834689,1,TONAWANDA VALLEY,BATAVIA,NY,
63118,12/31/17 00:00,17360,597395,2,TOPEKA CITY EMPLOYEES,Topeka,KS,
63042,12/31/17 00:00,17284,464394,2,TOPEKA FIREMEN'S,Topeka,KS,
67785,12/31/17 00:00,22451,164797,2,TOPEKA POLICE,Topeka,KS,
63217,12/31/17 00:00,17459,364597,2,TOPEKA POST OFFICE,TOPEKA,KS,
24568,12/31/17 00:00,17296,465999,1,TOPLINE,MAPLE GROVE,MN,
15438,12/31/17 00:00,8008,278087,1,TOPMARK,Lima,OH,
10099,12/31/17 00:00,4873,699785,1,TORCH LAKE,LAURIUM,MI,
21644,12/31/17 00:00,11837,10586,1,TORO EMPLOYEES,BLOOMINGTON,MN,
12543,12/31/17 00:00,6268,497280,1,TORRANCE COMMUNITY,Torrance,CA,
14003,12/31/17 00:00,7159,450388,1,TORRINGTON MUNICIPAL AND TEACHERS,TORRINGTON,CT,
62245,12/31/17 00:00,16524,897590,2,TOTAL COMMUNITY,TAYLOR,MI,
22581,12/31/17 00:00,12713,465485,1,TOTAL COMMUNITY ACTION,NEW ORLEANS,LA,
23509,12/31/17 00:00,13638,357188,1,TOWANDA SCHOOL EMP.,TOWANDA,PA,
8333,12/31/17 00:00,3901,498586,1,TOWER,LAUREL,MD,
62129,12/31/17 00:00,16422,767899,2,TOWER FAMILY,Kalamazoo,MI,
8486,12/31/17 00:00,3980,233086,1,TOWN & COUNTRY,South Portland,ME,
60790,12/31/17 00:00,15196,235491,2,TOWN AND COUNTRY,MINOT,ND,
65168,12/31/17 00:00,19396,311292,2,TOWN AND COUNTRY,Harlan,IA,
23717,12/31/17 00:00,13846,1014796,1,TOWN OF CHEEKTOWAGA,CHEEKTOWAGA,NY,
15539,12/31/17 00:00,8071,181682,1,TOWN OF HEMPSTEAD EMPLOYEES,North Baldwin,NY,
16834,12/31/17 00:00,8830,314284,1,TOWN OF PALM BEACH,WEST PALM BEACH,FL,
22444,12/31/17 00:00,12580,598486,1,TOWNS-UNION EDUCATORS',Young Harris,GA,
96658,12/31/17 00:00,25212,425797,3,TOWPATH,Fairlawn,OH,
1133,12/31/17 00:00,567,715078,1,TRADEMARK,Augusta,ME,
24674,12/31/17 00:00,17051,865197,1,TRADES & LABOR,ALBERT LEA,MN,
64361,12/31/17 00:00,18589,346995,2,TRADESMEN COMMUNITY,Des Moines,IA,
62086,12/31/17 00:00,16382,857491,2,TRADEWINDS,Comstock Park,MI,
67835,12/31/17 00:00,22730,982599,2,TRANS TEXAS SOUTHWEST,San Angelo,TX,
68666,12/31/17 00:00,13670,607294,2,TRANSCEND,LOUISVILLE,KY,
15067,12/31/17 00:00,7790,940982,1,TRANSFIGURATION PARISH,BROOKLYN,NY,
21831,12/31/17 00:00,12000,108586,1,TRANSIT,VALLEY STREAM,NY,
798,12/31/17 00:00,393,804178,1,TRANSIT AUTHORITY DIVISION B,New York,NY,
3764,12/31/17 00:00,1697,321479,1,TRANSIT EMPLOYEES,WASHINGTON,DC,
24539,12/31/17 00:00,17600,146690,1,TRANSIT OPERATIONS,MINNEAPOLIS,MN,
17885,12/31/17 00:00,9434,656582,1,TRANSIT WORKERS,PHILADELPHIA,PA,
3140,12/31/17 00:00,1437,524775,1,TRANSPORTATION,ALEXANDRIA,VA,
7482,12/31/17 00:00,3443,438881,1,TRANSTAR,HOUSTON,TX,
66705,12/31/17 00:00,20927,314097,2,TRANSWEST,SALT LAKE CITY,UT,
6844,12/31/17 00:00,3100,1006380,1,TRAVERSE CATHOLIC,TRAVERSE CITY,MI,
67604,12/31/17 00:00,22678,634290,2,TRAVIS COUNTY,Austin,TX,
162,12/31/17 00:00,85,78072,1,TREASURY DEPARTMENT,WASHINGTON,DC,
5780,12/31/17 00:00,2529,822770,1,TREASURY EMPLOYEES,JACKSON,MS,
68349,12/31/17 00:00,3546,391285,2,TREMONT,Braintree,MA,
4906,12/31/17 00:00,2122,686374,1,TRENTON NJ FIREMEN,TRENTON,NJ,
2932,12/31/17 00:00,1350,990071,1,TRENTON TEACHERS,TRENTON,NJ,
12853,12/31/17 00:00,6457,461487,1,TRI AG W VA,MORGANTOWN,WV,
794,12/31/17 00:00,390,688172,1,TRI BORO,Munhall,PA,
6269,12/31/17 00:00,2799,783488,1,TRI COUNTY AREA,Pottstown,PA,
8885,12/31/17 00:00,4178,394585,1,TRI STATE AREA,HOOSICK FALLS,NY,
6070,12/31/17 00:00,2680,104681,1,TRI STATE RAIL,ERIE,PA,
62508,12/31/17 00:00,16770,614890,2,TRI-CITIES,GRAND HAVEN,MI,
